  100000     x:  -18.401    y:    28.203    z:    17.037       37.739     x:  -14.079    y:    29.412    z:   -71.304       78.406 
  105000     x:  -22.336    y:    29.505    z:    17.233       40.821     x:  -18.025    y:    30.671    z:   -71.044       79.453 
  110000     x:  -23.469    y:    30.822    z:    16.132       41.964     x:  -19.170    y:    32.033    z:   -72.198       81.278 
  115000     x:  -21.687    y:    31.188    z:    16.061       41.242     x:  -17.485    y:    32.333    z:   -72.323       81.128 
  120000     x:  -21.374    y:    32.380    z:    16.293       42.080     x:  -17.093    y:    33.577    z:   -72.045       81.302 
  125000     x:  -19.454    y:    33.948    z:    15.722       42.168     x:  -15.273    y:    35.237    z:   -72.626       82.155 
  130000     x:  -18.953    y:    35.093    z:    15.689       42.859     x:  -14.678    y:    36.326    z:   -72.637       82.530 
  135000     x:  -17.694    y:    34.423    z:    15.623       41.739     x:  -13.461    y:    35.564    z:   -72.724       82.066 
  140000     x:  -17.965    y:    34.302    z:    15.268       41.623     x:  -13.688    y:    35.515    z:   -73.083       82.400 
  145000     x:  -18.658    y:    33.847    z:    13.540       40.952     x:  -14.368    y:    35.096    z:   -74.822       83.884 
  150000     x:  -17.720    y:    33.343    z:    14.654       40.503     x:  -13.393    y:    34.555    z:   -73.642       82.441 
  155000     x:  -18.674    y:    32.294    z:    14.019       39.851     x:  -14.403    y:    33.480    z:   -74.353       82.805 
  160000     x:  -18.406    y:    32.072    z:    13.439       39.345     x:  -14.163    y:    33.318    z:   -74.895       83.187 
  165000     x:  -20.364    y:    33.947    z:    13.451       41.809     x:  -16.151    y:    35.095    z:   -74.889       84.266 
  170000     x:  -19.784    y:    35.212    z:    14.108       42.782     x:  -15.502    y:    36.401    z:   -74.172       84.065 
  175000     x:  -23.377    y:    35.151    z:    13.792       44.410     x:  -19.089    y:    36.359    z:   -74.577       85.136 
  180000     x:  -23.657    y:    36.438    z:    14.988       45.957     x:  -19.423    y:    37.668    z:   -73.371       84.731 
  185000     x:  -23.506    y:    38.248    z:    15.554       47.511     x:  -19.159    y:    39.486    z:   -72.800       85.006 
  190000     x:  -23.454    y:    39.852    z:    16.404       49.065     x:  -19.159    y:    41.083    z:   -71.903       84.999 
  195000     x:  -21.720    y:    38.043    z:    14.750       46.223     x:  -17.467    y:    39.252    z:   -73.620       85.240 
  200000     x:  -21.386    y:    36.490    z:    14.360       44.667     x:  -17.132    y:    37.734    z:   -73.961       84.780 
  205000     x:  -22.774    y:    38.674    z:    15.254       47.403     x:  -18.506    y:    39.822    z:   -73.064       85.244 
  210000     x:  -21.621    y:    38.008    z:    16.483       46.731     x:  -17.333    y:    39.166    z:   -71.830       83.630 
  215000     x:  -22.361    y:    38.696    z:    15.074       47.166     x:  -18.053    y:    39.857    z:   -73.244       85.318 
  220000     x:  -20.780    y:    36.018    z:    13.948       43.859     x:  -16.537    y:    37.261    z:   -74.368       84.808 
  225000     x:  -23.345    y:    34.150    z:    14.023       43.679     x:  -19.122    y:    35.429    z:   -74.331       84.533 
  230000     x:  -22.654    y:    38.302    z:    14.062       46.668     x:  -18.396    y:    39.443    z:   -74.263       86.077 
  235000     x:  -22.053    y:    41.143    z:    14.573       48.903     x:  -17.807    y:    42.350    z:   -73.756       86.894 
  240000     x:  -20.873    y:    40.481    z:    14.052       47.664     x:  -16.698    y:    41.745    z:   -74.318       86.859 
  245000     x:  -21.624    y:    39.962    z:    15.054       47.866     x:  -17.386    y:    41.236    z:   -73.283       85.867 
  250000     x:  -20.720    y:    39.230    z:    15.144       46.879     x:  -16.425    y:    40.426    z:   -73.213       85.230 
  255000     x:  -20.023    y:    38.842    z:    14.766       46.127     x:  -15.778    y:    40.099    z:   -73.557       85.250 
  260000     x:  -20.875    y:    38.958    z:    13.098       46.099     x:  -16.647    y:    40.157    z:   -75.277       86.927 
  265000     x:  -18.749    y:    38.989    z:    15.062       45.810     x:  -14.553    y:    40.249    z:   -73.269       84.854 
  270000     x:  -20.453    y:    37.799    z:    13.984       45.196     x:  -16.228    y:    39.036    z:   -74.371       85.546 
  275000     x:  -20.646    y:    39.266    z:    15.149       46.878     x:  -16.391    y:    40.457    z:   -73.132       85.169 
  280000     x:  -20.059    y:    38.732    z:    15.162       46.178     x:  -15.713    y:    39.907    z:   -73.137       84.785 
  285000     x:  -18.981    y:    37.749    z:    15.065       44.858     x:  -14.670    y:    38.957    z:   -73.220       84.226 
  290000     x:  -19.465    y:    37.613    z:    14.499       44.764     x:  -15.219    y:    38.845    z:   -73.882       84.847 
  295000     x:  -18.302    y:    38.859    z:    15.552       45.682     x:  -14.036    y:    40.013    z:   -72.788       84.238 
  300000     x:  -18.244    y:    36.113    z:    14.262       42.900     x:  -14.014    y:    37.348    z:   -74.123       84.175 
  305000     x:  -18.933    y:    35.498    z:    13.298       42.372     x:  -14.614    y:    36.740    z:   -75.019       84.801 
  310000     x:  -19.932    y:    35.510    z:    14.713       43.297     x:  -15.603    y:    36.655    z:   -73.547       83.644 
  315000     x:  -18.836    y:    35.945    z:    14.777       43.188     x:  -14.576    y:    37.191    z:   -73.555       83.702 
  320000     x:  -18.439    y:    35.855    z:    14.645       42.896     x:  -14.212    y:    36.990    z:   -73.718       83.694 
  325000     x:  -17.551    y:    32.798    z:    14.305       39.854     x:  -13.342    y:    34.012    z:   -74.057       82.579 
  330000     x:  -18.175    y:    33.429    z:    14.671       40.781     x:  -13.937    y:    34.654    z:   -73.707       82.631 
  335000     x:  -18.742    y:    32.494    z:    15.142       40.453     x:  -14.461    y:    33.694    z:   -73.225       81.892 
  340000     x:  -17.498    y:    31.749    z:    15.154       39.292     x:  -13.229    y:    33.021    z:   -73.142       81.334 
  345000     x:  -17.481    y:    30.203    z:    15.525       38.194     x:  -13.203    y:    31.394    z:   -72.867       80.433 
  350000     x:  -18.693    y:    29.313    z:    15.261       37.968     x:  -14.355    y:    30.480    z:   -73.050       80.445 
  355000     x:  -19.718    y:    27.429    z:    15.479       37.158     x:  -15.411    y:    28.608    z:   -72.837       79.756 
  360000     x:  -18.441    y:    28.466    z:    15.523       37.301     x:  -14.198    y:    29.676    z:   -72.795       79.884 
  365000     x:  -16.986    y:    26.797    z:    13.487       34.475     x:  -12.760    y:    28.001    z:   -74.873       80.950 
  370000     x:  -16.948    y:    25.502    z:    13.022       33.274     x:  -12.720    y:    26.680    z:   -75.318       80.910 
  375000     x:  -16.757    y:    24.620    z:    11.997       32.107     x:  -12.550    y:    25.865    z:   -76.348       81.582 
  380000     x:  -15.427    y:    25.309    z:    13.522       32.579     x:  -11.147    y:    26.517    z:   -74.831       80.169 
  385000     x:  -14.836    y:    25.976    z:    14.544       33.263     x:  -10.623    y:    27.185    z:   -73.818       79.379 
  390000     x:  -14.371    y:    25.782    z:    14.787       33.014     x:  -10.075    y:    26.942    z:   -73.542       78.967 
  395000     x:  -13.584    y:    26.436    z:    14.820       33.212     x:   -9.359    y:    27.665    z:   -73.479       79.070 
  400000     x:  -13.955    y:    26.645    z:    15.764       33.959     x:   -9.716    y:    27.841    z:   -72.521       78.287 
  405000     x:  -13.776    y:    26.436    z:    16.214       33.934     x:   -9.544    y:    27.617    z:   -72.169       77.859 
  410000     x:  -14.237    y:    26.389    z:    16.323       34.140     x:  -10.003    y:    27.555    z:   -72.016       77.753 
  415000     x:  -13.952    y:    23.351    z:    15.737       31.426     x:   -9.605    y:    24.677    z:   -72.517       77.200 
  420000     x:  -13.355    y:    23.414    z:    15.139       30.915     x:   -9.092    y:    24.642    z:   -73.209       77.778 
  425000     x:  -15.288    y:    25.023    z:    14.239       32.598     x:  -10.977    y:    26.260    z:   -74.037       79.319 
  430000     x:  -17.400    y:    23.864    z:    14.400       32.857     x:  -13.098    y:    25.045    z:   -73.981       79.196 
  435000     x:  -17.021    y:    23.917    z:    14.527       32.753     x:  -12.775    y:    25.152    z:   -73.762       78.972 
  440000     x:  -15.743    y:    24.203    z:    14.176       32.165     x:  -11.487    y:    25.356    z:   -74.194       79.244 
  445000     x:  -13.958    y:    23.030    z:    15.179       30.913     x:   -9.679    y:    24.221    z:   -73.151       77.662 
  450000     x:  -13.528    y:    20.971    z:    15.341       29.294     x:   -9.336    y:    22.240    z:   -72.940       76.824 
  455000     x:  -14.612    y:    21.695    z:    13.979       29.658     x:  -10.350    y:    22.910    z:   -74.305       78.443 
  460000     x:  -14.505    y:    20.679    z:    12.416       28.145     x:  -10.219    y:    21.834    z:   -75.945       79.679 
  465000     x:  -14.765    y:    17.897    z:    14.745       27.490     x:  -10.520    y:    19.041    z:   -73.582       76.731 
  470000     x:  -15.207    y:    14.720    z:    16.219       26.665     x:  -10.911    y:    15.873    z:   -72.067       74.596 
  475000     x:  -15.184    y:    15.365    z:    15.159       26.390     x:  -10.933    y:    16.615    z:   -73.189       75.844 
  480000     x:  -16.875    y:    15.530    z:    15.828       27.865     x:  -12.611    y:    16.731    z:   -72.524       75.489 
  485000     x:  -14.172    y:    14.694    z:    15.981       25.926     x:  -10.011    y:    15.882    z:   -72.367       74.763 
  490000     x:  -15.304    y:    16.496    z:    15.240       27.177     x:  -11.073    y:    17.607    z:   -73.051       75.955 
  495000     x:  -15.660    y:    16.252    z:    15.147       27.180     x:  -11.440    y:    17.467    z:   -73.201       76.121 
